Nivel,Largo_Patron,Aciertos,Errores,Accuracy,Tiempo_por_Acierto,Racha,Accion
1,2,2,0,1.0,1.59,2,SUBIR
2,3,2,1,0.67,3.36,1,MANTENER
3,4,3,1,0.75,4.49,0,MANTENER
3,4,3,1,0.75,3.24,-1,MANTENER
4,5,5,0,1.0,1.33,0,MANTENER
1,2,2,0,1.0,1.17,1,MANTENER
3,4,3,1,0.75,4.49,0,MANTENER
4,5,3,2,0.6,5.07,-1,MANTENER
2,3,3,0,1.0,1.38,0,MANTENER
5,5,5,0,1.0,1.19,1,MANTENER
1,2,2,0,1.0,1.88,2,SUBIR
2,3,2,1,0.67,4.75,1,MANTENER
3,4,3,1,0.75,3.83,0,MANTENER
1,2,2,0,1.0,1.4,1,MANTENER
1,2,2,0,1.0,1.47,2,SUBIR
1,2,1,1,0.5,6.24,1,MANTENER
4,5,4,1,0.8,3.98,0,MANTENER
3,4,3,1,0.75,3.69,-1,MANTENER
5,5,5,0,1.0,1.18,0,MANTENER
2,3,3,0,1.0,1.49,1,MANTENER
3,4,3,1,0.75,3.43,0,MANTENER
4,5,5,0,1.0,1.71,1,MANTENER
2,3,3,0,1.0,1.59,2,SUBIR
5,5,4,1,0.8,3.33,1,MANTENER
5,5,4,1,0.8,3.74,0,MANTENER
3,4,3,1,0.75,3.06,-1,MANTENER
4,5,5,0,1.0,1.44,0,MANTENER
2,3,2,1,0.67,5.11,-1,MANTENER
2,3,2,1,0.67,4.54,-2,MANTENER
4,5,4,1,0.8,3.55,-3,MANTENER
1,2,2,0,1.0,1.58,-2,MANTENER
5,5,5,0,1.0,1.5,-1,MANTENER
3,4,3,1,0.75,2.99,-2,MANTENER
5,5,4,1,0.8,3.74,-3,MANTENER
5,5,3,2,0.6,3.43,-4,MANTENER
2,3,3,0,1.0,1.29,-3,MANTENER
4,5,4,1,0.8,4.2,-4,MANTENER
4,5,5,0,1.0,1.33,-3,MANTENER
2,3,3,0,1.0,1.57,-2,MANTENER
3,4,2,2,0.5,5.04,-3,BAJAR
1,2,2,0,1.0,1.76,-2,MANTENER
5,5,5,0,1.0,1.33,-1,MANTENER
3,4,3,1,0.75,3.73,-2,MANTENER
4,5,3,2,0.6,4.81,-3,MANTENER
5,5,3,2,0.6,5.2,-4,MANTENER
4,5,4,1,0.8,2.5,-5,MANTENER
5,5,4,1,0.8,2.63,-5,MANTENER
5,5,4,1,0.8,3.94,-5,MANTENER
4,5,5,0,1.0,1.46,-4,MANTENER
4,5,4,1,0.8,3.45,-5,MANTENER
2,3,3,0,1.0,1.65,-4,MANTENER
3,4,4,0,1.0,1.93,-3,MANTENER
5,5,5,0,1.0,1.41,-2,MANTENER
2,3,3,0,1.0,1.67,-1,MANTENER
2,3,3,0,1.0,1.52,0,MANTENER
5,5,3,2,0.6,5.37,-1,MANTENER
3,4,4,0,1.0,1.27,0,MANTENER
3,4,4,0,1.0,1.55,1,MANTENER
4,5,5,0,1.0,1.65,2,SUBIR
1,2,1,1,0.5,5.17,1,MANTENER
4,5,3,2,0.6,4.7,0,MANTENER
2,3,3,0,1.0,1.15,1,MANTENER
4,5,3,2,0.6,5.07,0,MANTENER
3,4,3,1,0.75,2.93,-1,MANTENER
5,5,4,1,0.8,3.34,-2,MANTENER
5,5,5,0,1.0,1.2,-1,MANTENER
4,5,5,0,1.0,1.22,0,MANTENER
5,5,5,0,1.0,1.28,1,MANTENER
1,2,1,1,0.5,6.08,0,MANTENER
3,4,3,1,0.75,4.1,-1,MANTENER
4,5,4,1,0.8,2.79,-2,MANTENER
5,5,3,2,0.6,5.07,-3,MANTENER
5,5,5,0,1.0,1.58,-2,MANTENER
1,2,2,0,1.0,1.46,-1,MANTENER
2,3,3,0,1.0,1.41,0,MANTENER
5,5,3,2,0.6,4.69,-1,MANTENER
4,5,4,1,0.8,3.0,-2,MANTENER
4,5,5,0,1.0,1.12,-1,MANTENER
1,2,2,0,1.0,1.37,0,MANTENER
4,5,4,1,0.8,3.91,-1,MANTENER
4,5,4,1,0.8,2.78,-2,MANTENER
1,2,1,1,0.5,4.57,-3,BAJAR
2,3,2,1,0.67,3.41,-4,MANTENER
3,4,3,1,0.75,4.51,-5,MANTENER
3,4,4,0,1.0,1.41,-4,MANTENER
2,3,3,0,1.0,1.57,-3,MANTENER
5,5,5,0,1.0,1.12,-2,MANTENER
4,5,4,1,0.8,2.61,-3,MANTENER
5,5,4,1,0.8,2.81,-4,MANTENER
2,3,3,0,1.0,1.1,-3,MANTENER
5,5,5,0,1.0,1.72,-2,MANTENER
5,5,5,0,1.0,1.3,-1,MANTENER
4,5,5,0,1.0,1.16,0,MANTENER
1,2,1,1,0.5,5.29,-1,MANTENER
1,2,2,0,1.0,1.78,0,MANTENER
3,4,2,2,0.5,6.65,-1,MANTENER
4,5,5,0,1.0,1.5,0,MANTENER
1,2,1,1,0.5,6.92,-1,MANTENER
3,4,4,0,1.0,1.7,0,MANTENER
2,3,3,0,1.0,1.36,1,MANTENER
4,5,5,0,1.0,1.4,2,SUBIR
3,4,3,1,0.75,4.02,1,MANTENER
4,5,3,2,0.6,4.21,0,MANTENER
3,4,2,2,0.5,5.19,-1,MANTENER
5,5,5,0,1.0,1.19,0,MANTENER
3,4,2,2,0.5,3.61,-1,MANTENER
3,4,3,1,0.75,3.26,-2,MANTENER
5,5,4,1,0.8,2.77,-3,MANTENER
2,3,2,1,0.67,3.97,-4,MANTENER
3,4,3,1,0.75,4.51,-5,MANTENER
4,5,5,0,1.0,1.41,-4,MANTENER
3,4,3,1,0.75,3.16,-5,MANTENER
1,2,2,0,1.0,1.64,-4,MANTENER
5,5,3,2,0.6,4.79,-5,MANTENER
1,2,2,0,1.0,1.78,-4,MANTENER
4,5,4,1,0.8,3.87,-5,MANTENER
2,3,2,1,0.67,3.71,-5,MANTENER
4,5,4,1,0.8,3.48,-5,MANTENER
2,3,2,1,0.67,3.81,-5,MANTENER
5,5,4,1,0.8,3.14,-5,MANTENER
1,2,1,1,0.5,3.9,-5,BAJAR
1,2,1,1,0.5,6.64,-5,BAJAR
4,5,4,1,0.8,3.03,-5,MANTENER
1,2,2,0,1.0,1.2,-4,MANTENER
5,5,3,2,0.6,5.57,-5,MANTENER
4,5,5,0,1.0,1.71,-4,MANTENER
2,3,2,1,0.67,4.07,-5,MANTENER
1,2,2,0,1.0,1.41,-4,MANTENER
2,3,2,1,0.67,3.72,-5,MANTENER
4,5,5,0,1.0,1.86,-4,MANTENER
1,2,1,1,0.5,4.89,-5,BAJAR
2,3,3,0,1.0,1.77,-4,MANTENER
4,5,5,0,1.0,1.35,-3,MANTENER
4,5,4,1,0.8,3.2,-4,MANTENER
4,5,4,1,0.8,3.53,-5,MANTENER
5,5,4,1,0.8,2.28,-5,MANTENER
1,2,2,0,1.0,1.53,-4,MANTENER
5,5,5,0,1.0,1.29,-3,MANTENER
1,2,2,0,1.0,1.73,-2,MANTENER
4,5,5,0,1.0,1.17,-1,MANTENER
4,5,5,0,1.0,1.25,0,MANTENER
1,2,2,0,1.0,1.84,1,MANTENER
1,2,1,1,0.5,6.06,0,MANTENER
1,2,1,1,0.5,6.64,-1,MANTENER
3,4,3,1,0.75,3.05,-2,MANTENER
3,4,3,1,0.75,2.57,-3,MANTENER
3,4,4,0,1.0,1.84,-2,MANTENER
1,2,2,0,1.0,1.16,-1,MANTENER
3,4,4,0,1.0,1.25,0,MANTENER
4,5,5,0,1.0,1.9,1,MANTENER
2,3,3,0,1.0,1.64,2,SUBIR
4,5,3,2,0.6,5.07,1,MANTENER
3,4,3,1,0.75,4.5,0,MANTENER
4,5,5,0,1.0,1.45,1,MANTENER
1,2,1,1,0.5,4.39,0,MANTENER
5,5,4,1,0.8,4.1,-1,MANTENER
2,3,2,1,0.67,4.35,-2,MANTENER
5,5,5,0,1.0,1.76,-1,MANTENER
4,5,5,0,1.0,1.61,0,MANTENER
3,4,2,2,0.5,6.63,-1,MANTENER
1,2,2,0,1.0,1.77,0,MANTENER
5,5,5,0,1.0,1.68,1,MANTENER
5,5,5,0,1.0,1.67,2,SUBIR
2,3,2,1,0.67,3.22,1,MANTENER
2,3,2,1,0.67,3.42,0,MANTENER
4,5,4,1,0.8,3.32,-1,MANTENER
1,2,2,0,1.0,1.56,0,MANTENER
2,3,2,1,0.67,3.6,-1,MANTENER
1,2,2,0,1.0,1.75,0,MANTENER
1,2,2,0,1.0,1.79,1,MANTENER
1,2,2,0,1.0,1.76,2,SUBIR
2,3,2,1,0.67,2.71,1,MANTENER
1,2,1,1,0.5,6.24,0,MANTENER
1,2,1,1,0.5,5.33,-1,MANTENER
3,4,4,0,1.0,1.88,0,MANTENER
4,5,5,0,1.0,1.48,1,MANTENER
3,4,4,0,1.0,1.73,2,SUBIR
2,3,3,0,1.0,1.64,3,SUBIR
2,3,3,0,1.0,1.57,4,SUBIR
1,2,2,0,1.0,1.4,5,SUBIR
4,5,5,0,1.0,1.79,5,SUBIR
4,5,4,1,0.8,2.82,4,MANTENER
2,3,3,0,1.0,1.71,5,SUBIR
4,5,4,1,0.8,4.29,4,MANTENER
1,2,2,0,1.0,1.54,5,SUBIR
3,4,3,1,0.75,3.07,4,MANTENER
4,5,5,0,1.0,1.45,5,SUBIR
2,3,2,1,0.67,4.16,4,MANTENER
2,3,3,0,1.0,1.71,5,SUBIR
1,2,1,1,0.5,4.77,4,MANTENER
1,2,2,0,1.0,1.26,5,SUBIR
2,3,2,1,0.67,4.81,4,MANTENER
4,5,4,1,0.8,2.65,3,MANTENER
4,5,4,1,0.8,2.31,2,MANTENER
3,4,4,0,1.0,1.24,3,SUBIR
2,3,2,1,0.67,3.04,2,MANTENER
2,3,2,1,0.67,4.49,1,MANTENER
3,4,3,1,0.75,3.9,0,MANTENER
3,4,4,0,1.0,1.89,1,MANTENER
1,2,1,1,0.5,4.27,0,MANTENER
3,4,3,1,0.75,2.47,-1,MANTENER
4,5,3,2,0.6,3.43,-2,MANTENER
4,5,4,1,0.8,2.76,-3,MANTENER
1,2,1,1,0.5,6.62,-4,BAJAR
4,5,4,1,0.8,2.63,-5,MANTENER
1,2,2,0,1.0,1.16,-4,MANTENER
5,5,5,0,1.0,1.49,-3,MANTENER
5,5,5,0,1.0,1.81,-2,MANTENER
1,2,2,0,1.0,1.2,-1,MANTENER
2,3,2,1,0.67,4.19,-2,MANTENER
5,5,3,2,0.6,5.19,-3,MANTENER
2,3,2,1,0.67,2.83,-4,MANTENER
5,5,4,1,0.8,2.73,-5,MANTENER
3,4,4,0,1.0,1.33,-4,MANTENER
1,2,2,0,1.0,1.91,-3,MANTENER
3,4,4,0,1.0,1.17,-2,MANTENER
5,5,4,1,0.8,4.28,-3,MANTENER
2,3,3,0,1.0,1.71,-2,MANTENER
4,5,3,2,0.6,4.45,-3,MANTENER
4,5,3,2,0.6,5.08,-4,MANTENER
5,5,3,2,0.6,4.11,-5,MANTENER
1,2,2,0,1.0,1.68,-4,MANTENER
1,2,2,0,1.0,1.36,-3,MANTENER
5,5,5,0,1.0,1.13,-2,MANTENER
4,5,4,1,0.8,2.67,-3,MANTENER
5,5,5,0,1.0,1.63,-2,MANTENER
2,3,2,1,0.67,5.12,-3,MANTENER
2,3,2,1,0.67,3.61,-4,MANTENER
2,3,3,0,1.0,1.51,-3,MANTENER
2,3,3,0,1.0,1.45,-2,MANTENER
3,4,2,2,0.5,5.56,-3,BAJAR
3,4,4,0,1.0,1.81,-2,MANTENER
4,5,4,1,0.8,2.58,-3,MANTENER
2,3,3,0,1.0,1.99,-2,MANTENER
4,5,4,1,0.8,2.99,-3,MANTENER
5,5,5,0,1.0,1.91,-2,MANTENER
3,4,4,0,1.0,1.72,-1,MANTENER
3,4,4,0,1.0,1.31,0,MANTENER
5,5,4,1,0.8,3.97,-1,MANTENER
1,2,2,0,1.0,1.89,0,MANTENER
3,4,4,0,1.0,1.15,1,MANTENER
1,2,2,0,1.0,1.18,2,SUBIR
3,4,3,1,0.75,2.76,1,MANTENER
5,5,4,1,0.8,3.89,0,MANTENER
3,4,4,0,1.0,1.94,1,MANTENER
5,5,5,0,1.0,1.78,2,SUBIR
3,4,3,1,0.75,4.64,1,MANTENER
2,3,3,0,1.0,1.35,2,SUBIR
2,3,3,0,1.0,1.39,3,SUBIR
1,2,2,0,1.0,1.58,4,SUBIR
1,2,2,0,1.0,1.6,5,SUBIR
5,5,5,0,1.0,1.76,5,SUBIR
2,3,2,1,0.67,4.68,4,MANTENER
4,5,5,0,1.0,1.4,5,SUBIR
1,2,2,0,1.0,1.21,5,SUBIR
5,5,5,0,1.0,1.64,5,SUBIR
5,5,4,1,0.8,3.97,4,MANTENER
2,3,2,1,0.67,4.84,3,MANTENER
1,2,1,1,0.5,5.61,2,MANTENER
4,5,4,1,0.8,3.75,1,MANTENER
2,3,2,1,0.67,3.36,0,MANTENER
5,5,5,0,1.0,1.63,1,MANTENER
4,5,5,0,1.0,1.89,2,SUBIR
2,3,3,0,1.0,1.93,3,SUBIR
2,3,2,1,0.67,4.18,2,MANTENER
3,4,3,1,0.75,3.15,1,MANTENER
1,2,1,1,0.5,4.28,0,MANTENER
4,5,4,1,0.8,4.07,-1,MANTENER
3,4,4,0,1.0,1.35,0,MANTENER
4,5,3,2,0.6,3.18,-1,MANTENER
5,5,4,1,0.8,3.09,-2,MANTENER
5,5,5,0,1.0,1.12,-1,MANTENER
2,3,2,1,0.67,3.28,-2,MANTENER
1,2,2,0,1.0,1.74,-1,MANTENER
1,2,1,1,0.5,5.72,-2,BAJAR
4,5,3,2,0.6,4.22,-3,MANTENER
5,5,5,0,1.0,1.19,-2,MANTENER
2,3,3,0,1.0,1.77,-1,MANTENER
2,3,2,1,0.67,3.95,-2,MANTENER
2,3,2,1,0.67,4.07,-3,MANTENER
4,5,5,0,1.0,1.17,-2,MANTENER
2,3,2,1,0.67,4.17,-3,MANTENER
3,4,4,0,1.0,1.42,-2,MANTENER
5,5,5,0,1.0,1.45,-1,MANTENER
1,2,1,1,0.5,5.14,-2,BAJAR
1,2,1,1,0.5,5.74,-3,BAJAR
2,3,2,1,0.67,4.02,-4,MANTENER
3,4,3,1,0.75,4.12,-5,MANTENER
5,5,4,1,0.8,3.2,-5,MANTENER
3,4,4,0,1.0,1.58,-4,MANTENER
4,5,3,2,0.6,3.32,-5,MANTENER
2,3,2,1,0.67,4.73,-5,MANTENER
5,5,4,1,0.8,2.66,-5,MANTENER
5,5,4,1,0.8,3.71,-5,MANTENER
2,3,2,1,0.67,4.15,-5,MANTENER
2,3,3,0,1.0,1.28,-4,MANTENER
3,4,2,2,0.5,4.45,-5,BAJAR
2,3,3,0,1.0,1.79,-4,MANTENER
1,2,2,0,1.0,1.86,-3,MANTENER
2,3,3,0,1.0,1.77,-2,MANTENER
5,5,4,1,0.8,3.91,-3,MANTENER
1,2,1,1,0.5,4.4,-4,BAJAR
1,2,1,1,0.5,6.91,-5,BAJAR
4,5,4,1,0.8,3.79,-5,MANTENER
1,2,1,1,0.5,6.96,-5,BAJAR
5,5,5,0,1.0,1.32,-4,MANTENER
3,4,3,1,0.75,2.81,-5,MANTENER
1,2,2,0,1.0,1.99,-4,MANTENER
2,3,3,0,1.0,1.34,-3,MANTENER
3,4,4,0,1.0,1.35,-2,MANTENER
4,5,4,1,0.8,3.82,-3,MANTENER
5,5,5,0,1.0,1.25,-2,MANTENER
4,5,5,0,1.0,1.39,-1,MANTENER
4,5,5,0,1.0,1.45,0,MANTENER
5,5,5,0,1.0,1.11,1,MANTENER
2,3,3,0,1.0,1.89,2,SUBIR
1,2,1,1,0.5,6.97,1,MANTENER
1,2,2,0,1.0,1.25,2,SUBIR
4,5,5,0,1.0,1.48,3,SUBIR
1,2,1,1,0.5,5.37,2,MANTENER
1,2,1,1,0.5,6.04,1,MANTENER
1,2,2,0,1.0,1.55,2,SUBIR
3,4,4,0,1.0,1.38,3,SUBIR
4,5,3,2,0.6,4.46,2,MANTENER
3,4,3,1,0.75,3.3,1,MANTENER
5,5,4,1,0.8,2.61,0,MANTENER
5,5,3,2,0.6,4.84,-1,MANTENER
4,5,5,0,1.0,1.49,0,MANTENER
5,5,4,1,0.8,2.91,-1,MANTENER
1,2,2,0,1.0,1.58,0,MANTENER
3,4,4,0,1.0,1.22,1,MANTENER
1,2,1,1,0.5,3.74,0,MANTENER
2,3,3,0,1.0,1.37,1,MANTENER
4,5,5,0,1.0,1.57,2,SUBIR
1,2,1,1,0.5,5.64,1,MANTENER
5,5,5,0,1.0,1.88,2,SUBIR
5,5,3,2,0.6,5.04,1,MANTENER
4,5,4,1,0.8,3.24,0,MANTENER
2,3,3,0,1.0,1.11,1,MANTENER
5,5,4,1,0.8,3.66,0,MANTENER
2,3,3,0,1.0,1.31,1,MANTENER
4,5,5,0,1.0,1.9,2,SUBIR
3,4,3,1,0.75,3.73,1,MANTENER
3,4,4,0,1.0,1.88,2,SUBIR
4,5,3,2,0.6,3.13,1,MANTENER
1,2,1,1,0.5,4.49,0,MANTENER
4,5,4,1,0.8,3.47,-1,MANTENER
4,5,5,0,1.0,1.98,0,MANTENER
4,5,5,0,1.0,1.2,1,MANTENER
1,2,2,0,1.0,1.85,2,SUBIR
4,5,5,0,1.0,1.39,3,SUBIR
3,4,3,1,0.75,3.51,2,MANTENER
3,4,4,0,1.0,1.43,3,SUBIR
2,3,2,1,0.67,3.76,2,MANTENER
4,5,3,2,0.6,4.38,1,MANTENER
4,5,4,1,0.8,2.29,0,MANTENER
3,4,2,2,0.5,6.27,-1,MANTENER
2,3,3,0,1.0,1.3,0,MANTENER
1,2,1,1,0.5,6.04,-1,MANTENER
1,2,2,0,1.0,1.73,0,MANTENER
5,5,4,1,0.8,3.47,-1,MANTENER
5,5,5,0,1.0,1.94,0,MANTENER
4,5,3,2,0.6,4.07,-1,MANTENER
5,5,5,0,1.0,1.98,0,MANTENER
4,5,4,1,0.8,3.51,-1,MANTENER
5,5,5,0,1.0,1.38,0,MANTENER
1,2,1,1,0.5,6.46,-1,MANTENER
4,5,3,2,0.6,3.96,-2,MANTENER
4,5,4,1,0.8,3.45,-3,MANTENER
2,3,3,0,1.0,1.9,-2,MANTENER
3,4,4,0,1.0,1.26,-1,MANTENER
3,4,4,0,1.0,1.27,0,MANTENER
4,5,5,0,1.0,1.92,1,MANTENER
3,4,2,2,0.5,4.45,0,MANTENER
1,2,1,1,0.5,4.12,-1,MANTENER
3,4,4,0,1.0,1.98,0,MANTENER
3,4,3,1,0.75,3.76,-1,MANTENER
3,4,3,1,0.75,4.42,-2,MANTENER
2,3,2,1,0.67,2.82,-3,MANTENER
2,3,3,0,1.0,1.35,-2,MANTENER
5,5,4,1,0.8,2.32,-3,MANTENER
1,2,1,1,0.5,5.12,-4,BAJAR
5,5,4,1,0.8,2.64,-5,MANTENER
2,3,3,0,1.0,1.67,-4,MANTENER
5,5,4,1,0.8,3.13,-5,MANTENER
4,5,5,0,1.0,1.59,-4,MANTENER
2,3,3,0,1.0,1.48,-3,MANTENER
2,3,3,0,1.0,1.52,-2,MANTENER
4,5,4,1,0.8,3.94,-3,MANTENER
1,2,1,1,0.5,6.42,-4,BAJAR
3,4,3,1,0.75,3.23,-5,MANTENER
4,5,4,1,0.8,2.67,-5,MANTENER
1,2,1,1,0.5,4.36,-5,BAJAR
1,2,1,1,0.5,5.92,-5,BAJAR
3,4,4,0,1.0,1.21,-4,MANTENER
3,4,4,0,1.0,1.88,-3,MANTENER
3,4,3,1,0.75,4.35,-4,MANTENER
2,3,2,1,0.67,4.76,-5,MANTENER
4,5,3,2,0.6,3.88,-5,MANTENER
5,5,4,1,0.8,3.38,-5,MANTENER
5,5,5,0,1.0,1.42,-4,MANTENER
2,3,2,1,0.67,3.02,-5,MANTENER
4,5,4,1,0.8,4.13,-5,MANTENER
1,2,2,0,1.0,1.53,-4,MANTENER
5,5,4,1,0.8,3.85,-5,MANTENER
2,3,3,0,1.0,1.64,-4,MANTENER
1,2,1,1,0.5,5.19,-5,BAJAR
4,5,4,1,0.8,3.74,-5,MANTENER
4,5,5,0,1.0,1.41,-4,MANTENER
5,5,4,1,0.8,3.42,-5,MANTENER
2,3,2,1,0.67,3.49,-5,MANTENER
4,5,4,1,0.8,2.81,-5,MANTENER
5,5,5,0,1.0,1.99,-4,MANTENER
1,2,1,1,0.5,6.71,-5,BAJAR
3,4,4,0,1.0,1.82,-4,MANTENER
3,4,4,0,1.0,1.66,-3,MANTENER
4,5,4,1,0.8,2.7,-4,MANTENER
2,3,3,0,1.0,1.17,-3,MANTENER
3,4,3,1,0.75,4.19,-4,MANTENER
1,2,1,1,0.5,6.15,-5,BAJAR
4,5,3,2,0.6,3.1,-5,MANTENER
1,2,1,1,0.5,5.47,-5,BAJAR
3,4,4,0,1.0,1.82,-4,MANTENER
2,3,2,1,0.67,3.29,-5,MANTENER
2,3,2,1,0.67,3.32,-5,MANTENER
3,4,4,0,1.0,1.44,-4,MANTENER
5,5,4,1,0.8,3.77,-5,MANTENER
3,4,3,1,0.75,2.71,-5,MANTENER
1,2,1,1,0.5,5.96,-5,BAJAR
3,4,3,1,0.75,3.04,-5,MANTENER
1,2,2,0,1.0,1.6,-4,MANTENER
4,5,5,0,1.0,1.38,-3,MANTENER
4,5,4,1,0.8,2.43,-4,MANTENER
4,5,4,1,0.8,2.76,-5,MANTENER
1,2,1,1,0.5,5.35,-5,BAJAR
5,5,5,0,1.0,1.39,-4,MANTENER
1,2,2,0,1.0,1.67,-3,MANTENER
4,5,5,0,1.0,1.22,-2,MANTENER
3,4,3,1,0.75,2.82,-3,MANTENER
2,3,2,1,0.67,4.63,-4,MANTENER
4,5,5,0,1.0,1.25,-3,MANTENER
3,4,4,0,1.0,1.38,-2,MANTENER
5,5,4,1,0.8,2.56,-3,MANTENER
4,5,5,0,1.0,1.93,-2,MANTENER
3,4,2,2,0.5,4.51,-3,BAJAR
3,4,2,2,0.5,6.12,-4,BAJAR
5,5,4,1,0.8,3.06,-5,MANTENER
1,2,1,1,0.5,4.65,-5,BAJAR
3,4,3,1,0.75,3.7,-5,MANTENER
4,5,4,1,0.8,3.25,-5,MANTENER
5,5,3,2,0.6,4.9,-5,MANTENER
4,5,4,1,0.8,2.71,-5,MANTENER
5,5,3,2,0.6,3.58,-5,MANTENER
2,3,2,1,0.67,4.86,-5,MANTENER
4,5,5,0,1.0,1.67,-4,MANTENER
1,2,2,0,1.0,1.19,-3,MANTENER
3,4,4,0,1.0,1.21,-2,MANTENER
5,5,4,1,0.8,3.11,-3,MANTENER
4,5,5,0,1.0,1.92,-2,MANTENER
1,2,1,1,0.5,5.9,-3,BAJAR
1,2,2,0,1.0,1.21,-2,MANTENER
1,2,2,0,1.0,1.32,-1,MANTENER
1,2,1,1,0.5,6.6,-2,BAJAR
1,2,1,1,0.5,4.73,-3,BAJAR
4,5,4,1,0.8,4.21,-4,MANTENER
5,5,4,1,0.8,3.78,-5,MANTENER
4,5,4,1,0.8,2.98,-5,MANTENER
2,3,2,1,0.67,3.88,-5,MANTENER
3,4,4,0,1.0,1.68,-4,MANTENER
3,4,4,0,1.0,1.36,-3,MANTENER
3,4,4,0,1.0,1.61,-2,MANTENER
5,5,5,0,1.0,1.95,-1,MANTENER
1,2,1,1,0.5,3.75,-2,BAJAR
5,5,4,1,0.8,2.81,-3,MANTENER
4,5,5,0,1.0,1.11,-2,MANTENER
4,5,4,1,0.8,2.27,-3,MANTENER
3,4,2,2,0.5,6.66,-4,BAJAR
2,3,3,0,1.0,1.68,-3,MANTENER
3,4,3,1,0.75,3.06,-4,MANTENER
2,3,3,0,1.0,1.76,-3,MANTENER
3,4,3,1,0.75,2.84,-4,MANTENER
1,2,2,0,1.0,1.39,-3,MANTENER
4,5,4,1,0.8,2.61,-4,MANTENER
3,4,3,1,0.75,4.09,-5,MANTENER
4,5,3,2,0.6,5.67,-5,MANTENER
5,5,3,2,0.6,4.36,-5,MANTENER
1,2,2,0,1.0,1.59,-4,MANTENER
3,4,2,2,0.5,4.81,-5,BAJAR
4,5,5,0,1.0,1.85,-4,MANTENER
2,3,2,1,0.67,3.4,-5,MANTENER
3,4,3,1,0.75,3.29,-5,MANTENER
5,5,4,1,0.8,2.41,-5,MANTENER
2,3,3,0,1.0,1.85,-4,MANTENER
5,5,5,0,1.0,1.63,-3,MANTENER
1,2,1,1,0.5,6.87,-4,BAJAR
3,4,3,1,0.75,4.4,-5,MANTENER
4,5,4,1,0.8,2.63,-5,MANTENER
3,4,3,1,0.75,3.44,-5,MANTENER
1,2,2,0,1.0,1.56,-4,MANTENER
5,5,5,0,1.0,1.2,-3,MANTENER
5,5,3,2,0.6,4.83,-4,MANTENER
1,2,1,1,0.5,5.67,-5,BAJAR
1,2,1,1,0.5,5.8,-5,BAJAR
5,5,5,0,1.0,1.69,-4,MANTENER
3,4,3,1,0.75,3.35,-5,MANTENER
5,5,5,0,1.0,1.45,-4,MANTENER
5,5,5,0,1.0,1.9,-3,MANTENER
1,2,1,1,0.5,4.4,-4,BAJAR
2,3,3,0,1.0,1.17,-3,MANTENER
3,4,2,2,0.5,6.53,-4,BAJAR
5,5,3,2,0.6,4.76,-5,MANTENER
5,5,3,2,0.6,3.73,-5,MANTENER
4,5,5,0,1.0,1.84,-4,MANTENER
4,5,4,1,0.8,3.11,-5,MANTENER
3,4,4,0,1.0,1.2,-4,MANTENER
2,3,2,1,0.67,2.78,-5,MANTENER
3,4,4,0,1.0,1.3,-4,MANTENER
4,5,5,0,1.0,1.51,-3,MANTENER
5,5,4,1,0.8,3.44,-4,MANTENER
5,5,4,1,0.8,3.85,-5,MANTENER
2,3,2,1,0.67,4.05,-5,MANTENER
4,5,3,2,0.6,3.89,-5,MANTENER
2,3,3,0,1.0,1.53,-4,MANTENER
3,4,3,1,0.75,4.18,-5,MANTENER
1,2,2,0,1.0,1.82,-4,MANTENER
2,3,2,1,0.67,4.69,-5,MANTENER
1,2,1,1,0.5,5.51,-5,BAJAR
1,2,2,0,1.0,1.2,-4,MANTENER
1,2,1,1,0.5,3.95,-5,BAJAR
2,3,2,1,0.67,4.26,-5,MANTENER
3,4,3,1,0.75,3.53,-5,MANTENER
3,4,4,0,1.0,1.21,-4,MANTENER
2,3,3,0,1.0,1.63,-3,MANTENER
4,5,4,1,0.8,2.49,-4,MANTENER
1,2,2,0,1.0,1.42,-3,MANTENER
5,5,4,1,0.8,3.29,-4,MANTENER
3,4,4,0,1.0,1.47,-3,MANTENER
5,5,4,1,0.8,3.24,-4,MANTENER
1,2,1,1,0.5,6.22,-5,BAJAR
5,5,3,2,0.6,3.9,-5,MANTENER
5,5,4,1,0.8,2.65,-5,MANTENER
1,2,1,1,0.5,4.78,-5,BAJAR
4,5,5,0,1.0,1.56,-4,MANTENER
1,2,1,1,0.5,5.9,-5,BAJAR
4,5,4,1,0.8,3.04,-5,MANTENER
4,5,4,1,0.8,2.48,-5,MANTENER
4,5,5,0,1.0,1.25,-4,MANTENER
4,5,5,0,1.0,1.69,-3,MANTENER
4,5,5,0,1.0,1.36,-2,MANTENER
4,5,5,0,1.0,1.13,-1,MANTENER
5,5,4,1,0.8,3.02,-2,MANTENER
4,5,4,1,0.8,3.65,-3,MANTENER
3,4,4,0,1.0,1.46,-2,MANTENER
5,5,4,1,0.8,3.63,-3,MANTENER
5,5,5,0,1.0,1.73,-2,MANTENER
4,5,5,0,1.0,1.67,-1,MANTENER
3,4,4,0,1.0,1.19,0,MANTENER
5,5,4,1,0.8,2.54,-1,MANTENER
2,3,3,0,1.0,1.84,0,MANTENER
3,4,2,2,0.5,6.86,-1,MANTENER
2,3,3,0,1.0,1.72,0,MANTENER
3,4,4,0,1.0,1.92,1,MANTENER
5,5,5,0,1.0,1.29,2,SUBIR
3,4,3,1,0.75,2.84,1,MANTENER
4,5,5,0,1.0,1.14,2,SUBIR
